Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-03-12,Melbourne,16.7,22.2,2.2,4.8,9.0,SW,43.0,SW,S,20.0,19.0,78.0,43.0,1020.3,1020.3,7.0,7.0,17.2,21.1,Yes,No
2010-08-10,Tuggeranong,2.0,13.2,0.2,,,NNW,37.0,SE,W,7.0,6.0,99.0,95.0,1017.7,1012.4,,,9.2,11.1,No,
2017-04-11,Newcastle,,22.5,0.2,,,,,,,,,,,,,,,,,No,Yes
2017-04-14,Melbourne,13.0,17.9,0.0,4.0,4.0,SSE,28.0,W,SSW,7.0,11.0,78.0,65.0,1024.9,1022.8,2.0,7.0,15.2,17.2,No,No
2012-05-02,Ballarat,7.8,11.9,5.8,,,S,46.0,S,SSW,24.0,24.0,91.0,59.0,1025.3,1024.7,6.0,1.0,8.6,9.9,Yes,No
2017-04-05,Mildura,16.8,27.4,0.0,8.0,5.2,E,44.0,ENE,E,13.0,17.0,43.0,20.0,1023.8,1019.5,2.0,,20.6,26.1,No,No
2015-04-02,Penrith,15.9,29.1,0.0,,,SW,28.0,N,NNE,2.0,6.0,96.0,47.0,,,,,17.9,28.7,No,Yes
2014-03-12,Wollongong,19.5,26.7,0.0,,,NNE,44.0,,ENE,0.0,9.0,73.0,65.0,1017.8,1015.6,6.0,,22.0,25.3,No,Yes
2017-03-21,Brisbane,22.8,28.6,90.6,5.8,3.7,ENE,26.0,E,ENE,7.0,11.0,82.0,70.0,1016.9,1014.9,8.0,8.0,26.2,27.7,Yes,Yes
2010-02-02,Launceston,12.4,30.1,0.0,,,NNW,31.0,ESE,NW,9.0,13.0,70.0,56.0,1021.4,1019.7,,,15.7,27.2,No,No
2013-06-02,Perth,8.2,18.1,0.0,1.4,7.3,ESE,30.0,ESE,E,11.0,11.0,80.0,54.0,1033.5,1028.8,6.0,1.0,11.9,17.6,No,No
2015-09-17,Sale,5.3,15.1,0.0,,,WSW,50.0,WNW,WSW,20.0,33.0,71.0,75.0,1022.5,1022.7,8.0,8.0,11.0,12.8,No,No
2012-01-11,GoldCoast,22.4,32.1,0.0,,,NNE,39.0,E,NNE,13.0,30.0,70.0,64.0,1007.0,1003.2,,,27.6,29.8,No,No
2014-01-02,WaggaWagga,18.5,27.6,0.0,7.6,2.0,W,48.0,NNW,W,9.0,22.0,40.0,46.0,1005.1,1005.6,7.0,7.0,25.2,23.6,No,No
2014-12-14,CoffsHarbour,16.7,24.4,8.2,,,,,,,,,89.0,63.0,,,,,18.6,23.9,Yes,No
2014-06-15,Canberra,5.5,15.1,8.6,,,SSW,48.0,N,SSW,11.0,28.0,92.0,53.0,1012.3,1013.0,8.0,,7.7,13.8,Yes,No
2015-02-28,CoffsHarbour,19.3,28.6,6.4,,,NE,41.0,NW,NE,7.0,28.0,80.0,70.0,1011.3,1009.2,,,24.4,27.2,Yes,No
2011-03-23,Perth,19.7,31.2,0.0,7.8,10.9,SSW,30.0,,SSW,0.0,19.0,75.0,49.0,1014.7,1013.3,1.0,1.0,24.3,28.4,No,No
2013-05-01,Portland,9.0,15.2,2.6,1.0,8.1,SW,46.0,SW,SSW,20.0,20.0,81.0,58.0,1023.3,1024.4,7.0,1.0,11.4,14.1,Yes,Yes
2017-04-24,Witchcliffe,13.5,19.7,0.0,,,SSE,43.0,ESE,SSE,13.0,26.0,86.0,63.0,1024.6,1022.9,,,16.3,17.3,No,No
2017-02-09,Albury,20.5,40.3,0.0,,,NNE,33.0,SSE,NW,9.0,15.0,62.0,29.0,1016.4,1010.8,,,26.8,38.2,No,No
2016-12-10,Witchcliffe,13.9,31.4,0.0,,,ESE,30.0,ESE,SSE,13.0,17.0,48.0,41.0,1013.3,1009.1,,,23.4,30.0,No,No
2016-10-15,SydneyAirport,10.9,26.3,0.0,5.6,12.2,NE,56.0,NW,NE,19.0,31.0,50.0,29.0,1023.0,1017.3,0.0,0.0,17.1,24.1,No,No
2016-12-25,NorahHead,18.5,28.2,0.4,,,NE,50.0,N,NE,4.0,33.0,83.0,71.0,1016.7,1015.3,,,22.7,25.4,No,No
2012-02-24,Penrith,17.1,31.7,0.0,,,ENE,24.0,SE,NNW,2.0,4.0,78.0,33.0,,,,,22.6,31.1,No,No
2012-05-15,Sydney,8.5,20.2,0.0,3.2,9.9,W,35.0,W,SSE,24.0,20.0,56.0,41.0,1024.3,1021.9,,,12.1,19.1,No,No
2012-06-09,Cairns,13.5,26.3,0.0,7.0,10.7,S,30.0,NNW,ESE,9.0,13.0,72.0,52.0,1016.2,1012.6,1.0,1.0,20.0,25.4,No,No
2016-02-18,Tuggeranong,9.3,28.6,0.0,,,ENE,33.0,,NW,0.0,11.0,63.0,33.0,1009.0,1005.9,,,16.2,26.7,No,No
2015-06-17,WaggaWagga,12.6,14.7,8.0,0.2,0.0,WSW,41.0,SE,NNE,13.0,11.0,97.0,97.0,1010.1,1006.8,8.0,8.0,13.1,12.9,Yes,Yes
2010-09-24,Hobart,10.0,18.2,1.2,6.6,5.1,W,67.0,SSW,WNW,7.0,30.0,80.0,49.0,1011.7,1008.4,8.0,7.0,11.9,16.4,Yes,No
2011-12-03,Bendigo,8.0,25.0,0.0,,,W,39.0,SE,WSW,13.0,22.0,58.0,25.0,1018.9,1016.1,1.0,1.0,16.5,23.5,No,No
2011-11-12,Albury,12.5,27.0,0.0,,,W,33.0,ENE,WSW,6.0,19.0,65.0,32.0,1019.0,1016.0,,,18.8,26.7,No,No
2013-04-02,Walpole,14.7,29.9,0.0,,,NE,43.0,NE,S,20.0,9.0,68.0,54.0,1020.1,1017.3,,,19.4,29.0,No,No
2010-07-15,Richmond,7.6,17.6,0.8,,,WNW,46.0,WSW,SSW,13.0,19.0,50.0,34.0,1016.2,1017.9,,,12.5,16.8,No,No
2015-02-04,Richmond,13.9,25.3,0.0,,,SE,33.0,WSW,E,4.0,17.0,76.0,57.0,1016.0,1014.9,5.0,3.0,18.8,24.6,No,No
2009-02-03,Penrith,21.8,34.8,0.2,,,SE,39.0,SSE,ESE,9.0,28.0,68.0,34.0,,,,,24.7,32.6,No,No
2015-04-08,Katherine,23.8,32.9,0.0,6.0,,ESE,39.0,ESE,ESE,22.0,20.0,38.0,47.0,1013.7,1010.8,3.0,1.0,27.2,33.0,No,No
2016-12-22,Cairns,22.4,33.0,0.0,,,E,39.0,SSE,E,13.0,19.0,61.0,49.0,1011.4,1008.8,,,29.1,31.7,No,No
2009-10-13,Woomera,12.8,21.4,0.0,11.8,9.5,SW,72.0,WSW,WSW,35.0,43.0,67.0,29.0,1009.9,1009.2,7.0,7.0,14.3,19.4,No,No
2016-07-25,Witchcliffe,7.3,16.5,1.2,,,SW,24.0,NW,SW,4.0,13.0,99.0,66.0,1028.3,1026.6,,,11.4,15.5,Yes,No
2010-01-28,Cobar,22.9,36.2,0.0,15.0,6.4,NE,39.0,ESE,SE,11.0,9.0,28.0,22.0,1007.5,1006.4,7.0,7.0,30.2,32.4,No,No
2014-08-21,Katherine,10.5,29.8,0.0,7.4,,ESE,44.0,ESE,SSE,26.0,15.0,,,1017.9,1013.4,0.0,0.0,21.2,29.6,No,No
2011-07-24,Walpole,9.6,19.4,2.6,,,NNE,26.0,NE,N,9.0,15.0,82.0,61.0,1018.2,1015.3,,,11.4,18.7,Yes,No
2008-06-05,Sydney,15.2,16.9,46.4,2.4,0.0,,,SSW,S,24.0,24.0,82.0,84.0,1020.1,1018.6,7.0,8.0,16.0,16.6,Yes,Yes
2010-12-30,PerthAirport,13.2,33.4,0.0,7.6,13.3,SSW,41.0,SSE,SW,9.0,28.0,43.0,33.0,1011.3,1008.8,1.0,1.0,26.7,31.3,No,No
2015-05-18,PerthAirport,13.4,20.4,40.0,0.6,5.7,SW,31.0,SSW,SW,13.0,20.0,90.0,56.0,1015.3,1016.1,6.0,3.0,16.1,19.9,Yes,No
2010-05-05,PerthAirport,7.4,25.8,0.0,3.4,9.8,ENE,35.0,E,NE,28.0,7.0,49.0,27.0,1026.0,1021.8,0.0,0.0,14.7,24.9,No,No
2008-12-31,Darwin,24.1,29.9,14.6,6.4,0.2,WSW,43.0,WSW,W,17.0,20.0,96.0,74.0,1004.1,1001.2,7.0,7.0,24.5,29.2,Yes,Yes
2017-05-26,MountGambier,3.9,15.6,4.6,,,NNE,30.0,NNE,N,11.0,17.0,99.0,66.0,1022.7,1018.8,5.0,3.0,9.4,14.1,Yes,No
2014-11-16,Wollongong,17.1,26.8,4.0,,,WNW,87.0,NNW,W,43.0,43.0,77.0,33.0,1001.9,1002.1,3.0,,18.9,25.7,Yes,No
2015-08-31,CoffsHarbour,8.0,19.6,0.0,,,SW,28.0,SW,SE,13.0,15.0,52.0,49.0,1016.6,1013.5,,6.0,16.9,18.9,No,No
2014-01-06,Newcastle,18.4,30.2,0.0,,,,,SW,SE,9.0,28.0,34.0,30.0,,,1.0,0.0,27.1,27.6,No,No
2017-01-21,NorfolkIsland,19.5,26.1,,,,W,46.0,NNE,N,19.0,24.0,70.0,79.0,1009.7,1007.3,3.0,6.0,23.8,24.8,,
2016-04-23,Mildura,4.8,21.9,0.0,5.2,10.4,SE,33.0,S,S,15.0,17.0,61.0,29.0,1029.9,1026.4,0.0,0.0,10.5,20.9,No,No
2014-06-30,Woomera,3.9,15.5,1.2,3.0,8.0,SSW,33.0,WSW,SSW,9.0,19.0,88.0,49.0,1028.3,1027.9,0.0,1.0,7.0,14.1,Yes,No
2012-03-15,Hobart,16.3,23.1,0.0,3.4,1.1,NNE,28.0,NNE,NNE,6.0,11.0,76.0,76.0,1015.6,1009.2,,,18.5,21.9,No,Yes
2009-05-03,WaggaWagga,5.0,20.6,0.0,2.4,10.2,ESE,17.0,ESE,S,9.0,9.0,71.0,40.0,1028.5,1025.7,0.0,1.0,12.1,19.9,No,No
2013-05-25,Nuriootpa,5.8,14.6,0.0,1.0,1.2,SW,24.0,,SW,0.0,13.0,96.0,68.0,1030.8,1029.3,8.0,8.0,10.2,14.4,No,No
2014-09-18,NorfolkIsland,14.9,22.1,0.2,2.4,7.2,W,33.0,NE,WNW,13.0,13.0,87.0,69.0,1017.8,1013.8,7.0,1.0,18.7,21.1,No,No
2013-11-14,Cobar,12.4,27.0,0.0,5.6,,SSW,43.0,SSE,SW,11.0,15.0,26.0,9.0,1017.3,1013.9,0.0,0.0,19.7,25.2,No,No
2010-10-31,Cairns,21.4,30.8,0.0,7.6,10.1,SE,39.0,SSE,SE,17.0,26.0,66.0,55.0,1012.9,1010.1,6.0,7.0,26.7,28.4,No,No
2015-11-14,Sydney,17.7,20.1,18.2,9.0,0.0,SSE,33.0,S,ESE,15.0,19.0,81.0,70.0,1014.4,1013.4,8.0,8.0,18.7,18.9,Yes,Yes
2010-09-03,BadgerysCreek,10.8,15.2,4.0,,,SSW,24.0,SW,,13.0,0.0,100.0,82.0,1026.9,1023.8,,,11.5,14.4,Yes,Yes
2013-08-07,MelbourneAirport,5.1,13.3,0.0,2.2,2.5,NNE,41.0,N,N,24.0,24.0,69.0,63.0,1011.5,1007.9,7.0,7.0,9.4,11.9,No,Yes
2010-03-12,Launceston,10.7,23.3,0.0,,,NW,30.0,ENE,WNW,7.0,13.0,76.0,49.0,1039.9,1037.9,,,14.5,21.3,No,No
2011-01-06,PearceRAAF,19.2,27.4,6.0,,11.8,W,35.0,WSW,W,11.0,24.0,64.0,37.0,1004.2,1003.4,8.0,,23.1,26.8,Yes,No
2009-11-17,Woomera,21.7,39.7,0.0,20.0,8.4,SSE,46.0,SE,SSW,15.0,6.0,47.0,17.0,1007.9,1004.4,7.0,6.0,24.4,37.7,No,No
2014-08-04,CoffsHarbour,11.2,19.3,2.8,,,,,,,,,71.0,55.0,,,,,15.6,18.2,Yes,No
2009-07-10,NorfolkIsland,14.7,19.3,4.6,0.6,0.0,E,80.0,ESE,E,28.0,35.0,96.0,94.0,1012.8,1004.5,8.0,8.0,16.1,17.2,Yes,Yes
2015-03-21,Newcastle,,36.0,5.4,,,,,,,,,,,,,,,,,Yes,No
2014-06-26,Tuggeranong,7.6,14.4,0.0,,,WNW,65.0,WNW,WNW,35.0,17.0,69.0,54.0,1018.2,1019.0,,,10.6,12.2,No,No
2016-10-12,Witchcliffe,6.8,27.3,0.0,,,N,37.0,NE,N,13.0,20.0,51.0,29.0,1017.6,1012.0,,,18.4,26.7,No,No
2014-12-10,WaggaWagga,18.4,35.8,0.0,11.4,8.7,SW,54.0,NE,WSW,20.0,6.0,55.0,29.0,1011.7,1005.9,3.0,6.0,23.7,33.1,No,Yes
2014-04-17,Newcastle,12.6,24.5,0.0,,,,,SE,SE,4.0,9.0,63.0,62.0,,,4.0,4.0,19.5,21.5,No,No
2016-11-24,Albany,16.0,20.0,0.0,6.0,,,,ESE,,19.0,,84.0,,1024.2,1022.8,3.0,,18.6,,No,No
2010-03-19,Nuriootpa,16.1,28.2,0.0,8.0,10.9,SW,35.0,W,WSW,11.0,17.0,76.0,45.0,1020.4,1018.5,4.0,5.0,20.7,27.5,No,No
2016-07-01,PearceRAAF,2.0,18.8,0.0,,9.3,ENE,22.0,E,E,4.0,9.0,94.0,45.0,1028.7,1025.0,,,7.4,18.3,No,No
2014-03-27,Walpole,17.2,23.0,0.2,,,SE,31.0,SSE,S,9.0,13.0,75.0,58.0,1020.0,1019.3,,,19.6,21.8,No,No
2011-01-18,Walpole,16.8,24.3,0.0,,,SSE,39.0,SE,SSE,19.0,22.0,64.0,63.0,1014.8,1012.2,,,19.7,22.3,No,No
2013-03-23,PearceRAAF,9.7,27.9,0.0,,11.2,SSW,35.0,S,SSW,11.0,24.0,59.0,38.0,1020.4,1017.1,,,19.3,25.9,No,No
2012-03-02,GoldCoast,21.4,32.2,0.0,,,SSE,48.0,NW,NE,28.0,20.0,55.0,62.0,1010.3,1009.1,,,27.0,29.0,No,Yes
2009-04-24,Darwin,24.1,32.9,0.0,7.6,8.8,WNW,28.0,E,WNW,7.0,20.0,70.0,54.0,1011.0,1007.9,6.0,5.0,29.6,32.2,No,No
2015-04-29,Albury,4.4,19.6,0.0,,,SE,33.0,SSE,ESE,9.0,6.0,70.0,35.0,1031.0,1027.8,,,11.5,18.9,No,No
2013-04-15,Newcastle,,,0.0,,,,,,,,,,,,,,,,,No,
2013-09-30,Nhil,12.6,23.8,0.0,,,NW,91.0,N,NNW,6.0,9.0,47.0,55.0,1004.5,1002.5,,,16.4,20.0,No,Yes
2011-05-21,GoldCoast,15.5,22.3,3.0,,,SSE,33.0,S,SSE,13.0,11.0,84.0,74.0,1025.5,1022.5,,,19.5,21.4,Yes,Yes
2016-10-26,AliceSprings,19.6,38.6,0.0,13.4,,NNW,43.0,NNW,W,24.0,17.0,7.0,6.0,1013.5,1009.9,,,29.7,36.5,No,No
2012-09-16,Darwin,20.8,32.7,0.0,7.8,10.7,NW,37.0,SW,N,7.0,24.0,73.0,39.0,1015.8,1011.3,2.0,2.0,27.2,31.7,No,No
2012-11-29,Woomera,26.6,40.5,0.0,16.6,10.7,W,57.0,WNW,WSW,24.0,22.0,16.0,24.0,1007.1,1006.3,5.0,3.0,33.3,35.4,No,Yes
2012-06-04,Witchcliffe,14.9,20.1,0.0,,,NNE,44.0,NE,NNE,15.0,20.0,,,1018.7,1017.1,,,15.9,18.6,No,No
2016-02-18,Adelaide,14.0,27.5,0.0,,,SW,31.0,SE,NW,2.0,9.0,69.0,44.0,1014.1,1011.1,,,18.6,26.3,No,No
2017-04-25,Nhil,14.3,19.4,9.6,,,W,52.0,SW,SW,17.0,13.0,88.0,75.0,1011.2,1008.5,,,15.0,17.4,Yes,Yes
2016-07-06,Adelaide,6.2,14.5,2.4,,,SW,24.0,,S,0.0,7.0,97.0,75.0,1024.7,1023.4,,,9.0,13.7,Yes,Yes
2015-11-13,Cairns,22.6,30.0,0.0,7.4,9.9,NNE,30.0,SSE,NNE,11.0,22.0,65.0,61.0,1015.3,1011.4,7.0,3.0,27.7,29.2,No,No
2012-03-08,MelbourneAirport,13.4,20.7,0.0,6.0,4.1,SSE,43.0,SE,SSE,20.0,31.0,70.0,58.0,1021.8,1017.4,1.0,7.0,15.8,19.1,No,No
2016-03-19,Sydney,16.2,24.4,4.8,5.4,11.0,W,44.0,WSW,SE,20.0,22.0,43.0,36.0,1010.9,1011.2,1.0,1.0,18.4,23.8,Yes,No
2015-04-09,NorahHead,16.4,20.2,0.2,,,S,61.0,SW,S,15.0,35.0,60.0,62.0,1020.2,1019.7,,,18.3,19.6,No,No
2009-01-30,Witchcliffe,9.8,24.7,0.0,,,SSE,50.0,SE,SSE,13.0,26.0,64.0,60.0,1013.8,1011.7,,,18.2,21.9,No,No
2008-11-24,Hobart,8.3,14.2,0.6,3.2,5.5,S,56.0,S,S,26.0,31.0,76.0,48.0,1009.3,1011.3,7.0,6.0,10.9,12.7,No,No
2009-05-11,Townsville,20.3,26.6,0.0,4.0,0.2,ESE,37.0,SE,ESE,13.0,22.0,68.0,57.0,1015.6,1013.5,7.0,7.0,23.5,24.7,No,Yes
2010-05-30,Darwin,24.5,31.9,0.0,2.8,7.5,ESE,39.0,ESE,ENE,24.0,20.0,76.0,56.0,1014.1,1010.7,3.0,7.0,27.3,30.9,No,No
2015-10-24,Moree,16.0,30.7,0.0,,,NE,39.0,ENE,N,20.0,9.0,48.0,26.0,1022.1,1017.6,,1.0,21.6,28.8,No,No
2010-08-25,Townsville,19.6,28.7,0.0,5.0,10.7,ENE,31.0,NW,NE,7.0,20.0,74.0,59.0,1015.1,1011.2,2.0,3.0,24.7,27.2,No,No
2013-12-17,Portland,11.5,19.7,0.0,6.4,10.8,ESE,30.0,ESE,E,15.0,13.0,85.0,70.0,1022.9,1021.9,8.0,,13.2,19.5,No,No
2016-02-06,Walpole,14.2,22.2,0.0,,,SE,33.0,SSE,SE,15.0,17.0,79.0,69.0,1019.0,1018.8,,,19.2,19.9,No,No
2014-04-22,Moree,11.4,29.8,0.0,5.0,10.0,N,35.0,N,N,22.0,17.0,51.0,31.0,1020.4,1016.3,7.0,7.0,22.6,28.4,No,No
2013-05-01,Moree,13.8,28.5,0.0,4.0,10.7,NNE,30.0,NE,SSE,15.0,4.0,62.0,28.0,1021.9,1016.6,1.0,1.0,21.1,28.5,No,No
2010-02-05,WaggaWagga,20.0,27.6,6.4,9.6,0.7,W,35.0,WNW,E,6.0,15.0,92.0,88.0,1009.8,1008.4,7.0,7.0,20.4,22.6,Yes,Yes
2010-10-25,GoldCoast,17.5,24.3,27.0,,,SSE,30.0,SSE,ENE,9.0,19.0,91.0,71.0,1017.9,1015.1,,,20.9,23.5,Yes,No
2014-11-03,PerthAirport,10.1,23.3,0.4,5.4,11.5,SSW,39.0,S,SW,19.0,28.0,47.0,33.0,1020.9,1021.0,5.0,1.0,19.4,21.5,No,No
2016-12-10,Cairns,23.3,34.0,,,,ESE,37.0,SE,ENE,15.0,28.0,59.0,61.0,1012.1,1010.3,,5.0,30.2,31.3,,
2011-03-31,Newcastle,16.0,23.4,2.4,,,,,SE,SE,9.0,19.0,84.0,67.0,,,8.0,7.0,21.7,22.4,Yes,No
2017-03-08,Watsonia,11.2,31.2,0.0,7.0,11.8,NNE,28.0,ESE,SSE,7.0,9.0,81.0,28.0,1018.8,1015.6,1.0,1.0,15.7,30.6,No,No
2010-11-27,WaggaWagga,15.7,29.2,0.4,3.8,4.5,N,63.0,ENE,N,17.0,20.0,57.0,32.0,1013.0,1008.2,6.0,7.0,24.0,27.5,No,Yes
2016-10-17,Uluru,3.7,25.2,0.0,,,SE,44.0,ESE,ENE,28.0,19.0,32.0,16.0,1019.8,1015.9,,,15.6,24.2,No,No
2009-09-06,Woomera,12.8,23.8,0.0,6.0,,WSW,56.0,NNW,W,20.0,31.0,18.0,14.0,1008.1,1006.1,3.0,2.0,18.6,22.6,No,No
2011-11-06,Sydney,17.7,28.9,0.0,7.2,8.3,NE,31.0,ESE,NNE,6.0,17.0,56.0,58.0,1013.1,1009.2,,,23.9,25.8,No,No
2014-09-24,Tuggeranong,2.5,19.5,0.0,,,W,33.0,WSW,WSW,7.0,11.0,66.0,57.0,1022.9,1017.2,,,13.0,18.1,No,Yes
2013-04-15,Williamtown,12.0,27.0,0.0,3.8,5.0,,,NNW,N,9.0,9.0,78.0,49.0,1011.2,1007.5,6.0,6.0,17.6,26.1,No,Yes
2014-06-11,WaggaWagga,1.9,16.7,0.0,1.2,7.1,ENE,22.0,E,E,15.0,9.0,84.0,59.0,1027.6,1022.8,1.0,2.0,7.4,15.4,No,No
2013-12-22,PearceRAAF,13.7,30.8,0.0,,11.0,E,50.0,E,SSE,20.0,20.0,38.0,16.0,1018.8,1014.7,,,22.0,29.2,No,No
2017-03-01,Walpole,14.3,25.6,0.0,,,SE,44.0,SE,SE,15.0,22.0,73.0,67.0,1017.9,1015.7,,,21.2,24.6,No,No
2009-04-25,Adelaide,14.4,18.4,8.4,,1.8,W,78.0,NNW,WSW,13.0,30.0,94.0,73.0,1003.6,1000.8,,,15.3,14.7,Yes,Yes
2015-11-25,NorfolkIsland,19.2,24.5,0.0,4.4,11.2,ENE,35.0,NNE,ESE,15.0,20.0,68.0,64.0,1020.4,1019.5,1.0,1.0,22.5,23.3,No,No
2015-01-16,NorahHead,21.6,28.0,0.0,,,NNE,22.0,SE,E,4.0,19.0,78.0,73.0,1008.7,1006.0,,,24.2,26.1,No,No
2015-05-06,Launceston,8.7,14.4,13.8,,,NW,61.0,NW,NW,24.0,30.0,71.0,53.0,,,,5.0,11.8,12.5,Yes,No
2011-11-21,Albury,8.1,23.5,0.0,,,W,33.0,ENE,WSW,4.0,19.0,54.0,36.0,1018.1,1014.3,,,17.0,22.6,No,Yes
2015-01-05,Canberra,13.5,29.6,5.0,,,WSW,56.0,SW,NNW,7.0,17.0,68.0,48.0,1018.6,1016.4,8.0,8.0,21.1,27.2,Yes,Yes
2011-08-28,CoffsHarbour,12.2,20.9,25.0,0.6,10.7,SSW,35.0,SW,SSE,17.0,15.0,70.0,62.0,1019.7,1017.2,1.0,1.0,17.3,20.0,Yes,No
2016-04-18,MountGambier,3.0,20.9,0.2,2.0,5.0,NNW,24.0,N,NNW,7.0,13.0,100.0,34.0,1019.8,1016.0,6.0,7.0,10.0,20.2,No,No
2016-09-02,Ballarat,6.8,12.3,0.0,,,SSE,43.0,SE,SE,26.0,22.0,98.0,77.0,1013.1,1007.7,8.0,4.0,9.0,11.9,No,No
2013-05-28,Katherine,17.1,32.0,0.0,5.4,,ESE,37.0,E,ENE,17.0,13.0,37.0,43.0,1014.9,1011.5,3.0,1.0,31.1,31.6,No,No
2013-08-13,Tuggeranong,5.2,13.4,2.0,,,W,50.0,WNW,WNW,15.0,20.0,53.0,40.0,1014.4,1013.6,,,9.3,12.4,Yes,No
2016-07-11,Hobart,4.8,15.9,0.0,1.6,4.9,NW,81.0,N,N,19.0,41.0,62.0,47.0,996.5,988.0,1.0,7.0,12.3,14.6,No,No
2016-12-26,Mildura,28.9,35.4,0.0,,2.4,N,43.0,N,SSE,24.0,28.0,30.0,22.0,1006.3,1007.8,,1.0,32.1,31.2,No,Yes
2013-08-11,Penrith,3.5,21.9,0.0,,,WNW,39.0,,NW,0.0,4.0,90.0,33.0,,,,,10.1,21.5,No,No
2016-07-09,Newcastle,11.0,18.2,6.2,,,,,,,0.0,,85.0,,,,1.0,,13.5,,Yes,No
2009-09-25,PerthAirport,2.5,18.7,0.0,3.6,10.3,ESE,37.0,SE,ESE,24.0,17.0,48.0,34.0,1029.5,1026.9,2.0,1.0,13.6,18.4,No,No
2014-09-04,Nhil,4.8,15.6,0.0,,,ENE,26.0,E,SSE,15.0,19.0,74.0,44.0,1020.1,1018.6,,,7.8,15.1,No,No
2017-05-20,MountGinini,2.3,7.9,88.0,,,NW,46.0,W,WNW,13.0,9.0,98.0,95.0,,,,,4.4,6.0,Yes,No
2011-03-20,Nuriootpa,13.9,20.9,0.0,6.4,0.0,NE,26.0,ENE,ENE,13.0,11.0,64.0,94.0,1006.2,1004.6,7.0,8.0,20.3,19.0,No,Yes
2015-04-28,Witchcliffe,9.7,22.4,0.0,,,N,43.0,NNE,N,17.0,20.0,46.0,46.0,1022.2,1020.0,,,18.0,20.9,No,Yes
2010-05-03,Newcastle,13.0,25.2,0.0,,,,,,SE,0.0,4.0,77.0,67.0,,,5.0,5.0,20.3,22.5,No,No
2017-01-30,Darwin,24.2,32.5,13.2,3.0,3.3,WNW,26.0,ESE,NW,6.0,19.0,93.0,67.0,1009.2,1005.2,8.0,7.0,25.0,31.6,Yes,Yes
2012-11-30,WaggaWagga,25.2,35.7,0.0,10.8,3.0,SSW,39.0,NNE,SSW,7.0,9.0,45.0,29.0,1011.7,1010.1,7.0,7.0,28.9,34.5,No,No
2013-04-12,Portland,7.2,24.6,0.0,0.4,7.4,W,20.0,N,S,11.0,9.0,99.0,63.0,1022.5,1018.2,7.0,3.0,13.5,22.1,No,No
2015-11-07,Canberra,9.6,23.2,0.0,,,NW,41.0,NNW,WNW,15.0,20.0,72.0,38.0,1012.0,1011.5,1.0,,18.8,22.3,No,No
2011-08-23,Cobar,5.9,20.7,0.0,3.4,,E,26.0,E,ESE,13.0,9.0,64.0,33.0,1033.9,1029.7,0.0,0.0,13.2,20.2,No,No
2013-07-29,Cairns,19.4,26.6,0.4,6.2,10.6,SE,39.0,SSE,SE,24.0,31.0,68.0,52.0,1018.1,1014.1,1.0,1.0,22.4,25.6,No,No
2010-06-21,Nuriootpa,2.6,15.7,1.0,1.0,5.3,ENE,15.0,NNE,,7.0,0.0,100.0,56.0,1035.2,1033.5,6.0,6.0,6.5,14.9,No,No
2017-01-14,NorfolkIsland,19.7,26.1,0.0,,,ENE,31.0,ENE,NE,15.0,17.0,68.0,74.0,1013.7,1012.5,6.0,7.0,25.3,24.5,No,No
2017-03-29,Williamtown,22.6,31.3,0.0,,,NW,20.0,WSW,SSE,6.0,15.0,92.0,68.0,1012.3,1008.2,8.0,,23.5,29.9,No,No
2016-07-02,PerthAirport,8.2,21.1,0.0,2.6,5.5,NE,37.0,ENE,SW,15.0,11.0,58.0,44.0,1024.9,1021.0,0.0,6.0,12.1,20.2,No,No
2016-10-17,PerthAirport,6.6,20.1,0.0,4.4,6.6,SW,37.0,SSW,SW,22.0,19.0,54.0,57.0,1025.7,1022.5,7.0,7.0,16.2,18.8,No,No
2015-02-28,GoldCoast,21.5,28.9,23.2,,,ESE,44.0,SSE,NE,13.0,19.0,79.0,74.0,1011.4,1009.2,,,27.1,27.4,Yes,No
2012-11-14,Darwin,25.6,32.9,0.0,6.0,9.7,WNW,33.0,ENE,NNW,9.0,20.0,70.0,62.0,1011.4,1008.1,7.0,7.0,30.1,32.1,No,Yes
2009-09-04,Hobart,6.3,17.4,0.0,3.0,7.0,WNW,46.0,E,WNW,6.0,24.0,55.0,63.0,1006.0,1003.8,1.0,7.0,11.0,11.6,No,Yes
2014-07-24,WaggaWagga,5.1,13.9,0.4,1.6,0.9,E,31.0,ESE,E,13.0,17.0,77.0,68.0,1019.8,1016.4,8.0,8.0,8.4,12.8,No,No
2016-11-08,Uluru,17.5,35.5,0.0,,,SSE,46.0,ESE,WSW,19.0,9.0,46.0,15.0,1009.8,1005.4,,,22.0,33.7,No,No
2009-11-20,PerthAirport,11.9,22.0,3.8,6.2,7.7,SSW,35.0,SSE,WNW,19.0,24.0,55.0,49.0,1020.0,1018.5,7.0,6.0,17.1,19.7,Yes,No
2010-01-16,Canberra,15.8,31.5,0.0,7.0,,,,,,,,65.0,42.0,,,,,21.8,29.5,No,Yes
